id,identificador,ubicacion,latitud,longitud,municipio_id,provincia_id,id_departamento,error
1353,CAT012-01,PD Los i?ngeles,0,0,CAT012,AR-K,1334,'CAT012' is not in list
1061,SFE116-01,,0,0,SFE116,AR-S,1690,'SFE116' is not in list
245,BUE025-01,PD Chascomus,-37.655.250,-57.669.357,BUE025,AR-B,1220,'BUE025' is not in list
554,CHA054-01,,-26.790.389,-60.440.944,CHA054,AR-H,1719,'CHA054' is not in list
356,LAP007-01,Municipalidad,-37.000.000,-64.000.000,LAP007,AR-L,1480,'LAP007' is not in list
707,MZA001-01,,-35.168.533,-66.497.917,MZA001,AR-M,1515,'MZA001' is not in list
1289,SFE325-01,,0,0,SFE325,AR-S,1689,'SFE325' is not in list
1292,NEU053-01,,0,0,NEU053,AR-Q,1550,'NEU053' is not in list
1073,SAL010-01,,-25.103.333,-65.535.611,SAL010,AR-A,1667,'SAL010' is not in list
1231,CBA155-01,,0,0,CBA155,AR-X,1386,'CBA155' is not in list
1062,CBA308-01,Hospital provincial,-32.169.164,-64.122.659,CBA308,AR-X,1388,'CBA308' is not in list
115,CBA308-02,Paseo del Riel,-32.170.806,-64.110.583,CBA308,AR-X,1388,'CBA308' is not in list
117,CBA308-03,Pza San Martin,-32.176.977,-64.113.110,CBA308,AR-X,1388,'CBA308' is not in list
116,CBA308-04,Terminal de Omnibus,-32.167.303,-64.119.278,CBA308,AR-X,1388,'CBA308' is not in list
1218,TUC015-01,,0,0,TUC015,AR-T,1651,'TUC015' is not in list
1023,COR020-01,,0,0,COR020,AR-W,1425,'COR020' is not in list
582,SFE101-01,,-31.095.213,-61.629.236,SFE101,AR-S,1689,'SFE101' is not in list
1245,FOR019-01,,0,0,FOR019,AR-P,1458,'FOR019' is not in list
640,SGO068-01,Plaza San Martin,-27.954.426,-65.166.173,SGO068,AR-G,1627,'SGO068' is not in list
909,RNO042-01,,-41.466.509,-65.966.701,RNO042,AR-R,1566,'RNO042' is not in list
263,SFE255-01,PD Rafaela,-32.820.434,-61.393.788,SFE255,AR-S,1689,'SFE255' is not in list
1074,CAT017-01,,-27.949.306,-65.867.028,CAT017,AR-K,1336,'CAT017' is not in list
782,SJU006-01,,-30.209.702,-69.131.726,SJU006,AR-J,1584,'SJU006' is not in list
1135,CHU030-01,,0,0,CHU030,AR-U,1379,'CHU030' is not in list
1001,CHU009-01,Punto Digital,-45.861.105,-67.525.316,CHU009,AR-U,1373,'CHU009' is not in list
814,NEU023-01,,-36.753.784,-70.762.877,NEU023,AR-Q,1552,'NEU023' is not in list
1072,CAT015-01,,-28.078.528,-65.902.694,CAT015,AR-K,1336,'CAT015' is not in list
1157,RNO068-01,,0,0,RNO068,AR-R,1572,'RNO068' is not in list
1208,SFE326-01,,0,0,SFE326,AR-S,1689,'SFE326' is not in list
977,TDF001-01,Punto Digital,-53.768.913,-67.717.428,TDF001,AR-V,1641,'TDF001' is not in list
793,SLU011-01,,0,0,SLU011,AR-D,1601,'SLU011' is not in list
502,LAP070-01,Punto Digital,-36.673.976,-64.371.699,LAP070,AR-L,1496,'LAP070' is not in list
218,LAP070-02,Municipalidad,-36.673.389,-64.378.778,LAP070,AR-L,1496,'LAP070' is not in list
1117,JUJ041-01,,0,0,JUJ041,AR-Y,1470,1470 is not in list
340,MIS060-01,,0,0,MIS060,AR-N,1540,'MIS060' is not in list
595,CHA049-01,Municipalidad,0,0,CHA049,AR-H,1352,'CHA049' is not in list
958,CBA160-01,Punto Digital,-32.883.074,-62.678.586,CBA160,AR-X,1384,'CBA160' is not in list
485,SFE015-01,Plaza Municipio,-33.000.000,-62.000.000,SFE015,AR-S,1692,'SFE015' is not in list
955,BUE115-01,PD San Isidro,-34.498.644,-58.614.639,BUE115,AR-B,1310,'BUE115' is not in list
26,BUE115-02,Estacion Boulogne,-34.509.028,-58.564.639,BUE115,AR-B,1310,'BUE115' is not in list
776,CBA398-01,,0,0,CBA398,AR-X,1400,1400 is not in list
1068,ERI054-01,,-31.795.491,-58.312.371,ERI054,AR-E,1441,'ERI054' is not in list
315,MIS042-01,,0,0,MIS042,AR-N,1539,'MIS042' is not in list
980,LRJ009-01,Malanzan,-30.804.585,-66.604.292,LRJ009,AR-F,1505,'LRJ009' is not in list
726,LRJ011-01,Municipalidad,-31.000.000,-66.000.000,LRJ011,AR-F,1507,'LRJ011' is not in list
742,TUC006-01,comuna rural,-33.000.000,-68.000.000,TUC006,AR-T,1647,'TUC006' is not in list
729,SAL043-01,Rio Piedra Municipalidad,-25.314.333,-64.910.361,SAL043,AR-A,1670,'SAL043' is not in list
704,CHU024-01,Municipalidad,-42.724.121,-70.535.344,CHU024,AR-U,1372,'CHU024' is not in list
241,BUE049-01,PD Gral Las Heras,-34.931.305,-58.943.948,BUE049,AR-B,1243,'BUE049' is not in list
40,BUE049-02,Estacion De Tren (Villars),-34.828.756,-58.938.572,BUE049,AR-B,1243,'BUE049' is not in list
39,BUE049-03,Plaza Principal Las heras (Municipalidad),-34.927.194,-58.947.028,BUE049,AR-B,1243,'BUE049' is not in list
605,CBA290-01,salon de usos multiples,-32.019.000,-62.922.250,CBA290,AR-X,1398,'CBA290' is not in list
1176,SFE067-01,,-32.248.278,-61.360.333,SFE067,AR-S,1691,'SFE067' is not in list
493,BUE124-01,General Conesa Pza San Martin,-36.519.639,-57.324.361,BUE124,AR-B,1319,1319 is not in list
1281,CBA206-01,,0,0,CBA206,AR-X,1402,'CBA206' is not in list
1354,CHA026-01,Punto Digital Vedia - Fundacion,-26.903.870,-58.631.207,CHA026,AR-H,1360,'CHA026' is not in list
923,SAL047-01,Punto Digital,-24.986.053,-65.587.102,SAL047,AR-A,1665,'SAL047' is not in list
189,SAL047-02,Plaza Jorge Torino de Viana,-24.986.017,-65.578.157,SAL047,AR-A,1665,'SAL047' is not in list
957,MIS053-01,Punto Digital,-26.386.112,-54.465.909,MIS053,AR-N,1542,'MIS053' is not in list
1085,FOR001-01,,-25.071.109,-58.385.365,FOR001,AR-P,1450,'FOR001' is not in list
1210,CAT028-01,,0,0,CAT028,AR-K,1344,'CAT028' is not in list
740,TUC041-01,Comuna,-27.000.000,-66.000.000,TUC041,AR-T,1647,'TUC041' is not in list
597,COR010-01,Municipalidad,-28.267.778,-58.122.583,COR010,AR-W,1418,'COR010' is not in list
1221,CBA318-01,,0,0,CBA318,AR-X,1382,'CBA318' is not in list
1053,SFE160-01,,0,0,SFE160,AR-S,1689,'SFE160' is not in list
639,COR055-01,San Miguel VSAT,-27.998.831,-57.587.794,COR055,AR-W,1428,'COR055' is not in list
348,SFE337-01,,0,0,SFE337,AR-S,1696,'SFE337' is not in list
610,CBA087-01,,-31.245.556,-62.925.583,CBA087,AR-X,1387,1387 is not in list
1007,SLU064-01,,0,0,SLU064,AR-D,1598,'SLU064' is not in list
1207,SFE011-01,,0,0,SFE011,AR-S,1689,'SFE011' is not in list
270,MIS061-01,PD Puerto Piray,-26.467.529,-54.718.663,MIS061,AR-N,1541,'MIS061' is not in list
405,SGO013-01,,0,0,SGO013,AR-G,1624,'SGO013' is not in list
1303,SAL028-01,,0,0,SAL028,AR-A,1674,'SAL028' is not in list
736,SGO071-01,Selva,-29.770.394,-62.047.842,SGO071,AR-G,1624,'SGO071' is not in list
601,COR045-01,Perrugorria - Curuzu Cuatia Municipalidad,-29.340.613,-58.607.324,COR045,AR-W,1421,'COR045' is not in list
905,NEU012-01,,-37.440.534,-70.644.644,NEU012,AR-Q,1555,'NEU012' is not in list
258,SFE305-01,PD Santa FE,-31.592.908,-60.699.124,SFE305,AR-S,1694,'SFE305' is not in list
193,SFE305-02,Santa FE - Jardin Botanico,-31.586.957,-60.707.035,SFE305,AR-S,1694,'SFE305' is not in list
194,SFE305-03,Santa Fe Capital - Jardin Barranquitas,-31.626.676,-60.720.780,SFE305,AR-S,1694,'SFE305' is not in list
192,SFE305-04,Santa Fe Capital Plaza Alberdi,-31.648.340,-60.704.655,SFE305,AR-S,1694,'SFE305' is not in list
195,SFE305-05,La Tablada,-31.593.536,-60.720.004,SFE305,AR-S,1694,'SFE305' is not in list
915,SGO078-01,Punto Digital Rio Hondo,-27.498.382,-64.863.337,SGO078,AR-G,1626,'SGO078' is not in list
205,SGO078-02,Municipalidad,-27.496.989,-64.858.392,SGO078,AR-G,1626,'SGO078' is not in list
206,SGO078-03,Direccion de Turismo,-27.497.778,-64.860.324,SGO078,AR-G,1626,'SGO078' is not in list
1213,RNO053-01,,0,0,RNO053,AR-R,1567,'RNO053' is not in list
1258,SFE288-01,,0,0,SFE288,AR-S,1688,'SFE288' is not in list
1078,CAT031-01,,-28.402.178,-65.101.814,CAT031,AR-K,1335,'CAT031' is not in list
679,CHU046-01,salon de usos multiples,-44.687.556,-70.853.694,CHU046,AR-U,1367,'CHU046' is not in list
1297,SFE206-01,,0,0,SFE206,AR-S,1695,'SFE206' is not in list
199,SFE206-02,Parque de la Juventud,-29.359.158,-59.969.849,SFE206,AR-S,1695,'SFE206' is not in list
1212,NEU028-01,,0,0,NEU028,AR-Q,1559,'NEU028' is not in list
1177,RNO071-01,,0,0,RNO071,AR-R,1566,'RNO071' is not in list
91,BUE117-01,,-33.344.073,-60.225.504,BUE117,AR-B,1312,'BUE117' is not in list
158,MZA014-01,Palmira,-33.052.532,-68.558.932,MZA014,AR-M,1528,'MZA014' is not in list
121,CBA315-01,,-31.316.875,-64.308.859,CBA315,AR-X,1383,'CBA315' is not in list
120,CBA315-02,Plaza Malvinas Argentinas,-31.313.356,-64.299.915,CBA315,AR-X,1383,'CBA315' is not in list
62,BUE132-01,Av.3 Y 104,-37.255.799,-56.967.854,BUE132,AR-B,1327,'BUE132' is not in list
63,BUE132-02,Av. ELucero y Mercedes Sosa,-37.327.111,-57.022.806,BUE132,AR-B,1327,'BUE132' is not in list
14,BUE082-01,,-38.005.944,-57.543.639,BUE082,AR-B,1277,'BUE082' is not in list
13,BUE082-02,Estacion de Tren,-34.705.944,-58.779.167,BUE082,AR-B,1277,'BUE082' is not in list
16,BUE082-03,Plaza Nestor Kirchner,-34.664.943,-58.727.649,BUE082,AR-B,1277,'BUE082' is not in list
12,BUE082-04,Plaza Agustin Ferrari,-34.704.222,-58.783.167,BUE082,AR-B,1277,'BUE082' is not in list
15,BUE082-05,El Tejadito,-34.676.824,-58.729.207,BUE082,AR-B,1277,'BUE082' is not in list
178,NEU038-01,Biblioteca Alfonsina Storni,-39.009.341,-68.425.793,NEU038,AR-Q,1556,'NEU038' is not in list
181,RNO033-01,Catedral Nuestra Senora Nahual Huapi,-41.132.902,-71.303.030,RNO033,AR-R,1574,'RNO033' is not in list
180,RNO033-02,Centro Civico,-41.133.481,-71.310.406,RNO033,AR-R,1574,'RNO033' is not in list
182,RNO033-03,Cerro Catedral,-41.165.558,-71.437.100,RNO033,AR-R,1574,'RNO033' is not in list
183,RNO033-04,Punto Digital,-41.156.554,-71.301.076,RNO033,AR-R,1574,'RNO033' is not in list
212,BUE009-01,,-37.832.376,-58.273.551,BUE009,AR-B,1204,'BUE009' is not in list
138,ERI016-01,Punto Digital,-32.072.312,-60.644.503,ERI016,AR-E,1434,'ERI016' is not in list
136,ERI016-02,Plaza 9 de Julio,-32.070.752,-60.638.279,ERI016,AR-E,1434,'ERI016' is not in list
137,ERI016-03,Plaza Municipal,-32.067.128,-60.642.558,ERI016,AR-E,1434,'ERI016' is not in list
159,MIS031-01,Punto Digital,-26.399.477,-54.626.377,MIS031,AR-N,1542,'MIS031' is not in list
141,ERI027-01,Camping Villa Hernandarias,-31.228.446,-59.991.586,ERI027,AR-E,1439,'ERI027' is not in list
114,CBA263-01,Plaza Centenario,-32.592.763,-62.833.391,CBA263,AR-X,1384,'CBA263' is not in list
113,CBA263-02,Morrison - Plaza (Calle Libertad),-32.597.694,-62.835.278,CBA263,AR-X,1384,'CBA263' is not in list
184,RNO052-01,Plaza Consejo Deliberante,-41.075.729,-71.172.204,RNO052,AR-R,1574,'RNO052' is not in list
216,FOR002-01,Punto Digital,-25.287.408,-57.707.119,FOR002,AR-P,1451,'FOR002' is not in list
109,CBA185-01,,-30.569.128,-63.515.158,CBA185,AR-X,1394,'CBA185' is not in list
123,CBA376-01,Municipalidad Unquillo,-31.234.057,-64.316.442,CBA376,AR-X,1383,'CBA376' is not in list
124,CBA376-02,Plaza Alem,-31.237.170,-64.311.997,CBA376,AR-X,1383,'CBA376' is not in list
43,BUE054-01,,-34.606.619,-58.952.943,BUE054,AR-B,1248,1248 is not in list
42,BUE054-02,Museo,-34.605.222,-58.955.833,BUE054,AR-B,1248,1248 is not in list
44,BUE054-03,,-34.604.694,-58.955.806,BUE054,AR-B,1248,1248 is not in list
41,BUE054-04,,-34.606.528,-58.952.472,BUE054,AR-B,1248,1248 is not in list
96,CHU037-01,Plaza Municipalidad,-45.686.289,-70.256.363,CHU037,AR-U,1367,'CHU037' is not in list
66,BUE085-01,Centro Comercial,-34.638.361,-58.826.444,BUE085,AR-B,1280,1280 is not in list
196,SFE020-01,Plaza 9 de Julio,-33.158.237,-60.511.559,SFE020,AR-S,1684,'SFE020' is not in list
98,CBA011-01,Parque Publico Sierras,-31.652.620,-64.438.237,CBA011,AR-X,1389,'CBA011' is not in list
97,CBA011-02,Plaza Solares,-31.657.083,-64.434.944,CBA011,AR-X,1389,'CBA011' is not in list
29,BUE017-01,,-34.170.500,-58.959.194,BUE017,AR-B,1212,'BUE017' is not in list
112,CBA258-01,Plaza Pcpal,-31.344.806,-63.943.083,CBA258,AR-X,1394,'CBA258' is not in list
37,BUE002-01,Pza. Calles Mitre y GraPaz,-38.032.444,-60.099.583,BUE002,AR-B,1196,'BUE002' is not in list
73,BUE094-01,Plaza 25 de Mayo,-33.897.580,-60.575.261,BUE094,AR-B,1289,1289 is not in list
72,BUE094-02,Parque Davila,-33.895.389,-60.566.750,BUE094,AR-B,1289,1289 is not in list
74,BUE094-03,Plaza Merced,-33.891.333,-60.574.639,BUE094,AR-B,1289,1289 is not in list
75,BUE094-04,Punto Digital,-33.893.956,-60.582.972,BUE094,AR-B,1289,1289 is not in list
65,BUE053-01,Punto Digital (Polideporitvo),-37.961.164,-57.597.663,BUE053,AR-B,1247,1247 is not in list
64,BUE053-02,Plaza Colon,-38.005.944,-57.543.639,BUE053,AR-B,1247,1247 is not in list
111,CBA223-01,Pza San Martin,-32.317.486,-64.273.892,CBA223,AR-X,1391,'CBA223' is not in list
25,BUE015-01,Plaza Alsina,-36.229.917,-61.113.889,BUE015,AR-B,1209,'BUE015' is not in list
81,BUE098-01,Plaza Belisario Roldan,-34.918.025,-58.379.339,BUE098,AR-B,1293,'BUE098' is not in list
36,BUE035-01,Plaza BMX,-34.862.722,-57.915.194,BUE035,AR-B,1229,'BUE035' is not in list
129,CBA411-01,Pza Centenario,-32.410.241,-63.243.375,CBA411,AR-X,1393,'CBA411' is not in list
46,BUE050-01,Municipalidad,-36.406.472,-56.943.000,BUE050,AR-B,1244,'BUE050' is not in list
151,JUJ033-01,Palpala,-24.257.758,-65.207.836,JUJ033,AR-Y,1471,'JUJ033' is not in list
148,ERI040-01,plaza municipal,-31.184.906,-59.950.082,ERI040,AR-E,1437,'ERI040' is not in list
197,SFE105-01,Plaza de Los Suenos,-32.189.060,-61.707.563,SFE105,AR-S,1698,'SFE105' is not in list
30,BUE024-01,Pza. Gral. Paz,-34.642.861,-60.460.722,BUE024,AR-B,1219,'BUE024' is not in list
140,ERI025-01,Plaza Habib Habad,-33.031.706,-58.539.035,ERI025,AR-E,1433,'ERI025' is not in list
139,ERI048-01,,-31.523.641,-58.405.732,ERI048,AR-E,1444,'ERI048' is not in list
88,BUE105-01,Plaza Rivadavia,-34.194.218,-60.730.717,BUE105,AR-B,1300,'BUE105' is not in list
90,BUE105-02,Plaza Espana,-34.194.242,-60.730.678,BUE105,AR-B,1300,'BUE105' is not in list
89,BUE105-03,PLaza San Martin,-34.197.791,-60.733.605,BUE105,AR-B,1300,'BUE105' is not in list
187,SAL009-01,Plaza Municipio,-24.895.593,-65.487.464,SAL009,AR-A,1676,1676 is not in list
152,LAP072-01,Trenel - Pza Principal,-35.698.332,-64.133.237,LAP072,AR-L,1481,'LAP072' is not in list
8,BUE004-01,Adrogue,-34.798.250,-58.384.778,BUE004,AR-B,1198,'BUE004' is not in list
9,BUE004-02,Burzaco,-34.821.889,-58.392.361,BUE004,AR-B,1198,'BUE004' is not in list
100,CBA083-01,Plaza Nicolas Avellaneda,-31.022.111,-64.061.778,CBA083,AR-X,1383,'CBA083' is not in list
122,CBA359-01,Plaza (calle 25 de Mayo y Alberdi),-30.942.927,-64.093.981,CBA359,AR-X,1400,'CBA359' is not in list
179,NEU046-01,Plaza Pcpal,-40.762.093,-71.647.336,NEU046,AR-Q,1565,'NEU046' is not in list
150,FOR008-01,Plaza San Martin,-26.185.363,-58.174.473,FOR008,AR-P,1452,'FOR008' is not in list
95,BUE121-01,Plaza Independencia,-37.328.182,-59.136.998,BUE121,AR-B,1316,'BUE121' is not in list
203,SGO082-01,Plaza Lugones,-28.496.213,-63.817.967,SGO082,AR-G,1632,'SGO082' is not in list
204,SGO050-01,Los Telares,-28.985.515,-63.450.353,SGO050,AR-G,1622,'SGO050' is not in list
130,COR057-01,Municipalidad,-27.455.383,-58.654.525,COR057,AR-W,1430,'COR057' is not in list
185,CBA042-01,Municipalidad,-31.667.846,-63.198.546,CBA042,AR-X,1398,'CBA042' is not in list
186,CBA042-02,Plaza San Martin,-31.669.089,-63.199.165,CBA042,AR-X,1398,'CBA042' is not in list
67,BUE086-01,Plaza San Martin,-34.651.222,-58.621.917,BUE086,AR-B,1281,'BUE086' is not in list
68,BUE086-02,Punto Digital,-34.689.605,-58.636.401,BUE086,AR-B,1281,'BUE086' is not in list
106,CBA148-01,Plaza San Martin,-32.423.839,-63.726.404,CBA148,AR-X,1388,'CBA148' is not in list
105,CBA148-02,Polideportivo,-32.427.952,-63.733.637,CBA148,AR-X,1388,'CBA148' is not in list
99,CBA038-01,Brinkmann - Plaza San Martin,-30.866.639,-62.042.999,CBA038,AR-X,1387,'CBA038' is not in list
135,ERI015-01,Crespo - Plaza Sarmiento,-32.030.977,-60.306.335,ERI015,AR-E,1439,'ERI015' is not in list
149,ERI044-01,Club AtleticoySocial San Benito,-31.784.101,-60.440.182,ERI044,AR-E,1439,'ERI044' is not in list
155,MZA006-01,Las Heras - Estadio Polimeni,-32.851.417,-68.839.641,MZA006,AR-M,1520,'MZA006' is not in list
118,CBA311-01,Pza del Centenario,-31.663.932,-63.047.886,CBA311,AR-X,1387,'CBA311' is not in list
119,CBA311-02,Pza San Martin,-31.663.932,-64.093.978,CBA311,AR-X,1387,'CBA311' is not in list
154,MZA004-01,,-33.144.168,-68.485.222,MZA004,AR-M,1518,'MZA004' is not in list
188,SAL013-01,El Bordo - Plaza Pcpal,-24.660.334,-65.106.564,SAL013,AR-A,1666,'SAL013' is not in list
190,SAL048-01,Salta - Municipalidad,-24.805.356,-65.421.924,SAL048,AR-A,1681,'SAL048' is not in list
94,BUE120-01,Plaza Balcarce,-34.769.098,-59.686.758,BUE120,AR-B,1315,'BUE120' is not in list
211,BUE091-01,Punto Digital,-40.785.915,-63.000.000,BUE091,AR-B,1286,'BUE091' is not in list
215,CBA012-01,SUM Municipal,-32.234.565,-62.884.633,CBA012,AR-X,1384,'CBA012' is not in list
