municipio_id,provincia_id,id_departamento,municipio,provincia,departamento ,error
LRJ016,AR-B,1239,General Belgrano,Buenos Aires,General Belgrano,El formato del id de municipio no coincide con la provincia
CHU032,AR-B,1239,General Belgrano,Buenos Aires,General Belgrano,El formato del id de municipio no coincide con la provincia
CBA306,AR-J,1592,Santa Lucia,San Juan,Santa Lucia,El formato del id de municipio no coincide con la provincia
SFE100,AR-J,1592,Santa Lucia,San Juan,Santa Lucia,El formato del id de municipio no coincide con la provincia
SAL041,AR-J,1592,Santa Lucia,San Juan,Santa Lucia,El formato del id de municipio no coincide con la provincia
ERI021,AR-U,1379,Paso de Indios,Chubut,Paso de Indios,El formato del id de municipio no coincide con la provincia
CHA039,AR-W,1414,Colonia Pando,Corrientes,San Roque,El formato del id de municipio no coincide con la provincia
JUJ017,AR-S,1687,Luis Palacios,Santa Fe,San Lorenzo,El formato del id de municipio no coincide con la provincia
SAL049,AR-S,1687,Luis Palacios,Santa Fe,San Lorenzo,El formato del id de municipio no coincide con la provincia
CBA260,AR-Q,1554,Octavio Pico,Neuquen,Pehuenches,El formato del id de municipio no coincide con la provincia
CBA051,AR-B,1306,San Andres de Giles,Buenos Aires,San Andres de Giles,El formato del id de municipio no coincide con la provincia
SFE266,AR-J,1581,Calingasta,San Juan,Calingasta,El formato del id de municipio no coincide con la provincia
SFE351,AR-J,1581,Calingasta,San Juan,Calingasta,El formato del id de municipio no coincide con la provincia
SFE028,AR-R,1576,Rio Chico,Rio Negro,Norquinco,El formato del id de municipio no coincide con la provincia
ERI061,AR-Q,1556,Plottier,Neuquen,Confluencia,El formato del id de municipio no coincide con la provincia
SGO040,AR-S,1692,Tortugas,Santa Fe,Belgrano,El formato del id de municipio no coincide con la provincia
SAL033,AR-X,1391,Villa Canada del Sauce,Cordoba,Calamuchita,El formato del id de municipio no coincide con la provincia
SGO102,AR-X,1393,Silvio Pellico,Cordoba,General San Martin,El formato del id de municipio no coincide con la provincia
